'sheng'li'de'rong'guang 胜利的荣光
'san'lian'tian'chong 三连填充
'ge'bu'liu'luan'zhan 哥布流乱斩
'ge'bu'liu'hui'xuan'zhan 哥布流回旋斩
'bi'zhong'jue'xin 必中决心
'ge'bu'liu'ge'bu'lin'chong'feng 哥布流哥布林冲锋
'ge'bu'liu'da'nu'zhen 哥布流大怒震
'ge'bu'liu'zhen'kong'zhan 哥布流真空斩
'ge'bu'liu'duan'pu'zhan 哥布流断瀑斩
'ge'bu'liu'hou'zhi'xian 哥布流后之先
'qing'lan'shou'pao 青蓝手炮
'mu'biao 目标
'qi'dong'xian'jing 启动陷阱
'mo'ke'xue'he'bao 魔科学核爆
'mo'tao'qi'zhong'sheng 魔陶器重生
'mo'tao'qi'ji'lu'bo'hua 魔陶器基路伯化
'mo'tao'qi'gan'zhi'bao'zang 魔陶器感知宝藏
'tian'fa 天罚
'shen'yuan 深渊
'tong'ku'zhi'yu 痛苦之语
'shou'shu'dian'guang 收束电光
'si'wang'xuan'gao 死亡宣告
'hei'an'zhao'huan 黑暗召唤
'hui'wu 挥舞
'tou'she 投射
'zhui'da 追打
'ya'suo'bo'dong 压缩波动
'huang'man'po'huai'zhe 荒蛮破坏者
'pao'hou 咆吼
'shou'zhua 兽爪
'fen'kai'dian 愤慨殿
'jin'pao 浸泡
'zhong'yao 重咬
'te'da'bao'zha 特大爆炸
'han'shuang'dan 寒霜弹
'bing'bao 冰爆
'xu'kong'ji'feng 虚空疾风
'an'zhi'ben'liu 暗之奔流
'xu'kong'ye'xi 虚空夜袭
'an'ying'zhi'ci 暗影直刺
'xu'kong'an'ye 虚空暗夜
'xu'kong'zhi'zhang 虚空之障
'xu'kong'zhi'jing 虚空之惊
'xu'kong'e'meng 虚空噩梦
'xu'kong'kong'ju 虚空恐惧
'xu'kong'yu'zhao 虚空预兆
'mang'dian'xi'ji 盲点袭击
'shuang'ren'jian 双刃剑
'bao'nang 孢囊
'ke'ran'xing'qi'ti 可燃性气体
'yin'huo 引火
'bao'lie'long'hou 暴烈龙吼
'hui'xuan'wei 回旋尾
'chi're'chong'feng 炽热冲锋
'rong'yan'liu 熔岩流
'fei'yue'zhong'ya 飞跃重压
'huo'shan'huo'dong 火山活动
'yan'si'pen'she 炎丝喷射
'da'dong 打洞
'yan'bao 炎爆
'zhuo'mu'lian'ji 灼目连击
'huo'lun 火轮
'su'qing 肃清
'bian'yi 变异
'duo'zhong'ling'shen 多重灵身
'fen'shen'yan'ji 焚身炎戟
'gui'shen'chong 鬼神冲
'leng'yan 冷炎
'bing'yu'huo 冰与火
'ci'gu'bing'ji 刺骨冰戟
'xuan'bing'she'xian 旋冰射线
'nan'shi'zi'xing 南十字星
'gui'shen'lv'xing'ji'yan'chu'ji 鬼神履行技演出極
'a'hu'la'ma'zi'da 阿胡拉马兹达
'mei'la'xi'di'ya'yun'shi 美拉西迪亚陨石
'mei'la'xi'di'ya'huo'yan 美拉西迪亚火炎
'mei'la'xi'di'ya'kong'ju 美拉西迪亚恐惧
'yan'zhi'ke'yin 炎之刻印
'bing'zhi'ke'yin 冰之刻印
'nan'ji'xing 南极星
'bei'ji'xing 北极星
'ti'er'feng 提尔锋
'jin'shu'li'ren 金属利刃
'gui'shen'zhi'zhua 鬼神之爪
'bo'dong'pao 波动炮
'xu'kong'bing'che 虚空冰澈
'xu'kong'lie'feng 虚空烈风
'xu'kong'bao'feng 虚空暴风
'xu'kong'biao'feng 虚空飙风
'xu'kong'ji'si 虚空即死
'xu'kong'ji'si 虚空极死
'hei'an'dian'guang 黑暗电光
'chong'dong 虫洞
'za'shua'qiu 杂耍球
'xiao'chou'de'jiang'li 小丑的奖励
'xiao'chou'de'ji'ge'wu 小丑的吉格舞
'ruo'dian'sheng'cheng 弱点生成
'lie'yan'liu 烈炎流
'hei'yan 黑炎
'hei'lei 黑雷
'xing'yun'xiao'chou 幸运小丑
'mo'dao'zhua 魔导爪
'mo'dao'gou 魔导钩
'yun'dong'ti'tan'zhi'gan'rao'qi 运动体探知干扰器
'huo'jian'pao 火箭炮
'fu'you'pao'she'chu 浮游炮射出
'qing'qiu'zhi'yuan 请求支援
'dun'jian 钝剑
'shi'jiu'zhi'zhua 狮鹫之爪
'shi'jiu'zhi'hui 狮鹫之喙
'shan'guang'fen 闪光粉
'da'xue'zhong'chuai 大靴重踹
'suo'lian 锁链
'shi'zi'shou 狮子首
'hai'niao'chong 海鸟冲
'rong'jie 溶解
'po'kong'qiang'xi 破空强袭
'ying'zi'ning'suo 影子凝缩
'ying'zi'shi'fang 影子释放
'quan'shi'zhan 全蚀斩
'gan'yu 干预
'an'hun'qi'dao 安魂祈祷
'sheng'ling 圣灵
'wu'zhuang'shu'wei 武装戍卫
'meng'gong 猛攻
'dong'luan 动乱
'bai'tuo 摆脱
'yuan'chu'de'jie'fang 原初的解放
'xue'luan 血乱
'ji'mie 寂灭
'xue'jian 血溅
'zhi'hei'zhi'ye 至黑之夜
'jin'gang'ji'yi 金刚极意
'hong'lian'ji'yi 红莲极意
'yi'jie'jin'lan 义结金兰
'yin'su'ci 音速刺
'ju'long'shi'xian 巨龙视线
'huan'xiang'chong 幻象冲
'si'zhe'zhi'an 死者之岸
'tong'ling'zhi'shu'da'xia'ma 通灵之术大虾蟆
'liu'dao'lun'hui 六道轮回
'tian'di'ren 天地人
'wan'mei'yin'diao 完美音调
'xing'yin 行吟
'lie'du'yao'jian 烈毒咬箭
'kuang'feng'shi'jian 狂风蚀箭
'da'di'shen'de'shu'qing'lian'ge 大地神的抒情恋歌
'hui'huang'jian 辉煌箭
're'chong'ji 热冲击
're'fen'lie'dan 热分裂弹
're'du'tou'dan 热独头弹
're'ju'ji'dan 热狙击弹
'qiang'guan'jia're 枪管加热
'chao'dang'che'shi'pao'ta 超档车式炮塔
'chao'fu'he'che'shi'pao'ta 超负荷车式炮塔
'chao'fu'he'xiang'shi'pao'ta 超负荷象式炮塔
'huo'yan'pen'she'qi 火焰喷射器
'mo'wen'bu 魔纹步
'pi'lei 霹雷
'san'lian'yong'chang 三连咏唱
'hui'zhuo 秽浊
'yi'tai'qi'yue 以太契约
'ju'du'jun 剧毒菌
'zhang'he 瘴暍
'hui'jue 毁绝
'long'shen'zhao'huan 龙神召唤
'zhen'long'bo 真龙波
'long'shen'beng'fa 龙神迸发
'wu'zhong'sheng'you 无中生有
'beng'shi 崩石
'shen'zhu'dao 神祝祷
'quan'da'she 全大赦
'shen'mou'yuan'lv'zhi'ce 深谋远虑之策
'mo'yan'fa 魔炎法
'lian'huan'ji 连环计
'yi'xiang'de'rong'guang 异想的融光
'di'xing 地星
'xing'ti'po'lie 星体破裂
'xing'ti'bao'zha 星体爆炸
'huo'xing 祸星
'xiao'ao'mi'ka 小奥秘卡
'wang'guan'zhi'ling'zhu 王冠之领主
'wang'guan'zhi'gui'fu 王冠之贵妇
'xiu'nei'chou'ka 袖内抽卡
'ling'hu 灵护
'yin'ying'zhong'ji 阴影重击
'yin'ying'hui'xuan 阴影回旋
'yin'ying'zhi'ci 阴影直刺
'ying'zi'bao'fa 影子爆发
'san'shi'ji 三十棘
'san'shi'shi 三十矢
'san'shi'lian 三十镰
'san'shi'hun 三十魂
'san'shi'qi 三十泣
'bi'mu'zhi'ying 蔽目之影
'ren'feng 刃风
'zhen'feng 阵风
'shi'feng 士风
'feng'ya 风雅
'man'yue 满月
'ying'hua 樱花
'yan'fei 燕飞
'fen'luan'xue'yue'hua 纷乱雪月花
'tian'xia'wu'jian 天下五剑
'bi'an'hua 彼岸花
'bi'sha'jian'zhen'tian 必杀剑震天
'bi'sha'jian'jiu'tian 必杀剑九天
'bi'sha'jian'xiao'tian 必杀剑晓天
'bi'sha'jian'ye'tian 必杀剑夜天
'bi'sha'jian'hui'tian 必杀剑回天
'ye'yin 叶隐
'bi'sha'jian'hong'lian 必杀剑红莲
'mo'xiang 默想
'xin'yan 心眼
'ming'jing'zhi'shui 明镜止水
'feng'die 凤蝶
'bi'sha'jian'xing'yan 必杀剑星眼
'ci'yan 慈眼
'yao'dang 摇荡
'hui'ci 回刺
'chi'shan'lei 赤闪雷
'duan'bing'xiang'jie 短兵相接
'chi'ji'feng 赤疾风
'fu'shu 缚束
'san'sui 散碎
'chi'huo'yan 赤火炎
'chi'fei'shi 赤飞石
'jiao'ji'zhan 交击斩
'hua'yuan'zhan 划圆斩
'chi'zhi'liao 赤治疗
'yi'zhuan 移转
'lian'gong 连攻
'fei'ci 飞刺
'cu'jin 促进
'liu'fen'fan'ji 六分反击
'gu'li 鼓励
'mo'yuan'hua 魔元化
'chong'ji 冲击
'chi'fu'huo 赤复活
'zhen'dang 震荡
'chi'he'bao 赤核爆
'chi'shen'sheng 赤神圣
'mo'hui'ci 魔回刺
'mo'jiao'ji'zhan 魔交击斩
'mo'lian'gong 魔连攻
'mo'hua'yuan'zhan 魔划圆斩
'xue'chou 雪仇
'yu'pan 预判
'tui'bi 退避
'cha'yan 插言
'zui'hou'tong'die 最后通牒
'yu'hui 迂回
'zhen'bei 真北
'zhi'cheng 支撑
'qin'shu'zi'xing 亲疏自行
'qian'zhi 牵制
'hu'lan 护栏
'shang'tou 伤头
'shang'bei 伤臂
'shang'zu 伤足
'shang'tui 伤腿
'ce'dong 策动
'xing'shen 醒神
'su'xing 速行
'po'lie 破裂
'hun'luan 昏乱
'xing'meng 醒梦
'chuan'mo 传魔
'mo'chu 抹除
'ci'ai 慈爱
'ying'jiu 营救
'lu'xing'niao'wan'ou 陆行鸟玩偶
'meng'jing'zhi'zhang 梦境之障
'hua'feng 花风
'hao'xue'yi'shi 豪雪一式
'mo'dao'jia'nong'san'dan'pao 魔导加农散弹炮
'gao'gong'lv'mo'dao'jia'nong'pao 高功率魔导加农炮
'bing'yan'zhi'wen 冰炎之纹
'du'su 毒素
'gen'xi'shen'mai 根系深埋
'e'yi'du'qi 恶意毒气
'ci'yu 刺鱼
'wei'bu'zhong'ji 尾部重击
'yu'cha'jian 渔叉尖
'huo'shan'ni'liu'bao 火山泥流爆
'yu'huo'bao'yan 狱火爆炎
'bing'leng'shi'xian 冰冷视线
'po'bing 破冰
'zai'sha 宰杀
'ce'feng 侧风
'da'long'juan 大龙卷
'lei'yun'pi'li 雷云霹雳
'liu'tang 流汤
'zi'yan 紫烟
'ti'gu'liao'ya 剔骨獠牙
'wei'lian 尾镰
'si'lie 撕裂
'du'jiao 独角
'sheng'jie 圣洁
'gui'shen'lv'xing'ji'yan'chu 鬼神履行技演出
'tian'ma'si'xiao 天马嘶啸
'hao'xue'er'shi 豪雪二式
'hao'xue'san'shi 豪雪三式
'hei'an'ding'ci 黑暗钉刺
'si'zhong'qiu'sheng 死中求生
'dai'bu 逮捕
'shui'mai'luan'da 水脉乱打
'shui'zhi'qi 水之气
'feng'zhi'qi 风之气
'di'zhi'qi 地之气
'jian'qi'jie'fang 剑气解放
'po'kui 破盔
'qie'fu 切腹
'yi'shan 一闪
'shi'zi'shou'li'jian 十字手里剑
'ji'guan'zhao'ji 机关召集
'ji'guan'lei'dun 机关雷遁
'xian'di'ban'zhi'shu 掀地板之术
'yao'dao 腰刀
'ju'he'zhan 居合斩
'ju'he'duo'duan'zhan 居合多段斩
'zhan'mo'dao 斩魔刀
'zhu'lu'die 猪鹿蝶
'jian'qian'yan'kai 见钱眼开
'ren'sheng'duan'zan 人生短暂
'shang'qian 赏钱
'bi'sha'jian'di'tian 必杀剑地天
'di'tian'fan 地天返
'bi'sha'jian'zao'tian 必杀剑早天
'dan'da'du'dou 单打独斗
'hua'shi'jian'ji 花式剑击
'bi'sha'jian'yan'fei 必杀剑燕飞
'sheng'zhe'bi'mie 生者必灭
'chi'hong'zai'bian 赤红灾变
'sao'tui 扫腿
'jin'gang'luo'cha'chong 金刚罗刹冲
'ji'feng'luo'cha'chong 疾风罗刹冲
'hong'lian'luo'cha'chong 红莲罗刹冲
'ju'he'shu 居合术
'ji'feng'ji'yi 疾风极意
'rong'guang'jie'chu 融光解除
'si'ji 死棘
'cao'yuan'de'zhi'pei'zhe 草原的支配者
'tai'gu'long'wei 太古龙尾
'shuang'zhong'luo'lei 双重落雷
'huo'yan 火焰
'shan'yao'dong'jie 闪耀冻结
'jing'dian'yuan'su 经典元素
'bing'yan 冰焰
'ya'po 压迫
'yu'qun'ce'ding 鱼群测定
'sha'yu'zhi'yan 鲨鱼之眼
'shu'lian'ji'qiao 熟练技巧
'yu'lao 渔捞
'yu'min'zhi'gan 渔民之感
'jia'hui 嘉惠
'da'lao 打捞
'hai'yang'zhi'xiang 海洋之相
'mo'dao'yan'gou 魔导炎钩
'xian'di 掀地
'di'mian'beng'lie 地面崩裂
'po'huai'zai'sheng 破坏再生
'shi'lian 试炼
'suan'xing'yu 酸性雨
'xi'sheng 牺牲
'mie'wang 灭亡
'kong'dong'zhi'tong 空洞之瞳
'fei'yu'zhan 飞羽斩
'wu'ju'zhi'feng 无拘之风
'yu'luo'ru'yu 羽落如雨
'meng'qin'zhi'yan 猛禽之眼
'yi'huan'kuang'feng 翼唤狂风
'fei'yu'biao 飞羽镖
'che'lun 车轮
'mo'dao'lie'yan 魔导烈炎
'mo'dao'bao'yan 魔导爆炎
'mo'dao'mai'chong'dan 魔导脉冲弹
'tu'ci 突刺
'lie'feng'sha 烈风杀
'hu'dun'zhuan'huan 护盾转换
'luo'hou'ji'dou 罗睺计都
'ji'dou'hui 计都挥
'ji'dou'jin'shu'li'ren 计都金属利刃
'ji'dou'bao'zha'bo 计都爆炸波
'luo'hou'chong'ji'bo 罗睺冲击波
'luo'hou'yuan'zi'she'xian 罗睺原子射线
'luo'hou'hui'xing 罗睺彗星
'si'wang'jian'xiao 死亡尖啸
'yan'shui'zha'dan 盐水炸弹
'chi'chao 赤潮
'an'xue 暗血
'e'zhou 恶咒
'kong'fu 空腹
'qie'hun 窃魂
'xue'yan 血焰
'mo'ming'ji'zhang 莫名击掌
'xuan'wo 漩涡
'chao'qi 潮起
'zhen'dang'qi'liu 振荡气流
'xue'bao 血爆
'ying'ji 影击
'an'ying'liu 暗影流
'ru'ye 入夜
'an'ying'fen'lie 暗影分裂
'e'yi 恶意
'si'wang'xing'jin'qian 死亡行进前
'si'wang'xing'jin'hou 死亡行进后
'you'yu'xuan'lv 忧郁旋律
'xu'kong'kuang'shui 虚空狂水
'shao'nv'zhi'lei 少女之泪
'yuan'nian'dan 怨念弹
'zhan'ye'qiu 粘液球
'sui'qiao'zhong'ji 碎壳重击
'hou'dao 後倒
'qi'shang 起上
'bao'feng'ti 暴风踢
'hai'di'huo'shan 海底火山
'huo'shan'pen'fa 火山喷发
'lao'hua 老化
'xuan'feng'ti 旋风踢
'nong'wu 浓雾
'hei'chao 黑潮
'feng'kuang'shi'xian 疯狂视线
'tou'ming'bo'wen 透明波紋
'wu'po'mo'zhua 巫婆魔爪
'huo'shi 火矢
'yuan'heng'xing 原恒星
'bao'zha'xing'fu'hua 爆炸性孵化
'an'wu'zhi 暗物质
'da'di'tu'xi 大地吐息
'zhao'huan'bing'zhu 召唤冰柱
'bing'zhu'tu'ci 冰柱突刺
'chui'xue 吹雪
'tian'guang'lun'hui 天光轮回
'luo'xuan'chong'feng 螺旋冲锋
'yuan'dian'lie'yan 原点烈炎
'yuan'dian'xuan'bing 原点玄冰
'yuan'dian'shan'lei 原点闪雷
'yuan'dian'he'bao 原点核爆
'tao'ci'he'jin'zhuang 陶瓷合金桩
'ji'lei'she'chu 机雷射出
'kai'huo 开火
'da'luo'shi 大落石
'shan'guang'jian 闪光剑
'shan'guang'san'lie 闪光散裂
'sheng'guang'san'lie 圣光散裂
'shun'xun'qiang'xi 瞬迅强袭
'bi'sheng'zhan 必胜斩
'ji'feng'ji 疾风击
'qiang'zhen'ji 强震击
'feng'lai'jian 风来剑
'na'er'mi'jian 纳尔秘剑
'huo'yan'lian 火焰链
'fang'she'chong'ji'bo 放射冲击波
'guang'yu'chong'ji'bo 广域冲击波
'dou'zheng'ben'neng 斗争本能
'si'lian'shuang'zhan 四连双斩
'si'jian'da'hui'xuan 四剑大回旋
'qian'hou'shuang'zhan 前后双斩
'zuo'you'shuang'zhan 左右双斩
'shuang'zhan 双斩
'shi'lian'ke'yin 试炼刻印
'ling'hun'xuan'feng'jiao 灵魂旋风脚
'ling'hun'mi'kong'quan 灵魂秘孔拳
'zhen'ling'bo 真灵波
'lie'shang 裂伤
'shuang'bao'zhao'lai 双豹招来
'shuang'bao'ji 双豹击
'po'huai'shen'quan 破坏神拳
'dou'ling'dan 斗灵弹
'shuang'bao'cang'lian'ji 双豹苍连击
'la'er'ge'shen'quan 拉尔戈神拳
'la'er'ge'chong'ji 拉尔戈冲击
'xi'mo 吸魔
'wan'shui'qian'zhen 万水千针
'qi'guai'guang 奇怪光
'shan'lei'qiang 闪雷枪
'fei'da'long'gong'cheng 肥大竜宮城
'ku'tai 苦苔
'tong'ji 痛击
'si'nian 思念
'luo'xuan'hai'xia 螺旋海峡
'ba'zhi'jing 八咫镜
'qing'lan 晴岚
'tian'zhi'cong'yun 天之丛云
'po'lang'zhan 破浪斩
'yan'hu'yin 岩户隐
'yan'hu'bi'he 岩户闭合
'qi'qing 祈请
'duan'hai 断海
'huo'pao'fu'shen 祸泡附身
'huo'pao 祸泡
'ba'chi'qiong'gou'yu 八尺琼勾玉
'yun'jian'fang'dian 云间放电
'xun'zhao'mu'biao 寻找目标
'suo'ding'mu'biao 锁定目标
'wei'bu'she'xian 尾部射线
'dian'ci'li'chang 电磁力场
'jing'shen'jie'chi 精神劫持
'mo'li'bao'fa 魔力爆发
'mo'dao'gan'rao'qi 魔导干扰器
'meng'tui 猛推
'chu'ji'ming'ling 出击命令
'zi'bao'ming'ling 自爆命令
'bao'fa'wu'san 爆発霧散
'ya'mo'fa 亚魔法
'bu'dong'san'duan 不动三段
'feng'duan'yi'shan 风断一闪
'lei'qie'yi'shan 雷切一闪
'yao'dao'yi'shan 妖刀一闪
'wu'ming'shan 无明闪
'di'mai'duan 地脉断
'ya'suo'jian'qi 压缩剑气
'mi'jian'feng'lei'yao 秘剑风雷妖
'qiang'ren 枪刃
'jiao'jian'xuan'zhuan 脚尖旋转
'xu'wu'xie'qi 虚无邪气
'mi'yu 密语
'chu'ji 出击
'xing'ti'bao'hong 星体爆轰
'ji'dou'xian'zhi'qi'jian'dang 计都限制器减档
'luo'hou'xian'zhi'qi'jian'dang 罗睺限制器减档
'yan'hu'fan 岩户返
'ku'lou'chu'xing'tai 骷髅处刑台
'jia'lei'ma'huo'yan 加雷马火炎
'si'wang'hui'xuan 死亡回旋
'da'xing'mo'dao'fei'dan 大型魔导飞弹
'lan'jie'lian 拦截链
'lian'ju 链锯
'lian'ju'qiang 链锯枪
'ding'shi'zha'dan 定时炸弹
'da'di'wu'jiang 大地无疆
'yuan'chu'zhi'huo 原初之火
'yuan'chu'zhi'ai 原初之爱
'ai'zhi'huo 爱之火
'di'qi'gan 第七感
'liao'yuan'zhi'huo 燎原之火
'zhen'yuan'zhi'huo 镇原之火
'da'di'de're'qing 大地的热情
'na'ma'liu'xing 娜玛流星
'qu'mo'zhi'feng 驱魔之风
'zhong'jie'shan'mai 终结山脉
'e'lang'xue'feng 饿狼雪风
'e'lang'yue'guang 饿狼月光
'e'lang'hua'che 饿狼花车
'bi'sha'jian'dong 必杀剑冻
'bi'sha'jian'ju 必杀剑菊
'feng'juan'can'yun 风卷残云
'wu'shan 舞扇
'wu'shuang'ren 无双刃
'mi'yao'xin'qiu'wan 秘药心球丸
'lei'guang'ci 雷光刺
'xin'yue'bao 新月爆
'yu'yue'zhan 雨月斩
'kuang'xue'feng 狂雪风
'kuang'yue'guang 狂月光
'kuang'hua'che 狂花车
'bai'ya'long 白牙龙
'si'wang'da'di 死亡大地
'luo'xuan'di'yu 螺旋地狱
'qian'ti 前踢
'duan'tou'tai 断头台
'si'wang'zhi'ying 死亡之影
'an'lian 暗链
'pan'luan 叛乱
'yi'tai'zhen'feng 以太阵风
'shen'sheng'zhan'ji 神圣斩击
'shen'sheng'zai'bian 神圣灾变
'shen'sheng'li'ren 神圣利刃
'luo'xuan'tian'tang 螺旋天堂
'duan'zui'zhi'qiang 断罪之枪
'shen'sheng'lie'zhan 神圣烈斩
'neng'liang'bu'chong 能量补充
'yi'tai'huo'hua 以太火花
'hua'shui 化水
'er'lian'ci 二连刺
'luo'feng'po 落凤破
'jie'du'yao 解毒药
'yuan'qi 元气
'zan'ge 赞歌
'fan'fu'wu'chang 反复无常
'wan'quan'ju'jue 完全拒绝
'wan'quan'huo'luan 完全惑乱
'wan'quan'yin'you 完全引诱
'you'ya'de'you'shou 优雅的右手
'you'mei'de'zuo'shou 优美的左手
'mei'huo'zhi'bei 魅惑之臂
'sheng'jian 圣箭
'sheng'qiang 圣枪
'shou'ji 手極
'xi'shou 吸収
'mei'huo'yong'bao 魅惑拥抱
'guang'zhi'bo'dong 光之波动
'guang'zhi'pu'bu 光之瀑布
'guang'zhi'ben'liu 光之奔流
'han'liu 寒流
'chu'shou 触手
'zu'zhou'tu'xi 诅咒吐息
'ya'la'ge'bai'wan'he'bao 亚拉戈百万核爆
'ya'la'ge'bai'wan'he'bao'chong'ji 亚拉戈百万核爆冲击
'fu'ti'zhi'fa 附体之法
'chen'xi'zhi'xing 晨曦之星
'mu'hui'zhi'xing 暮晖之星
'tie'qiao'kao 铁壳靠
'jia'sha'zhan 袈裟斩
'pao'zhang 炮仗
'shi'lian'shi'chui 試練石槌
'ya'la'ge'meng'du'jun 亚拉戈猛毒菌
'ya'la'ge'du'wu 亚拉戈毒雾
'ya'la'ge'hui'dang 亚拉戈毁荡
'pai'shou 拍手
'yu'cha'san'duan 渔叉三段
'bi'li'bi'li 哔哩哔哩
'zou'fei 揍飞
'qian'zhen'ji 千针棘
'ju'he 居合
'shuang'ya'tu 双牙突
'jie'si'jian 皆死箭
'shuai'er'chui 甩耳垂
'cai'dao'ya 菜刀牙
'shui'ji 水击
'ao'lian'ji 螯连击
'da'wo'chao 大涡潮
'gun'tang'tu'xi 滚烫吐息
'bu'xiu'da'di 不朽大地
'jiao'cha'gong'ji 交叉攻击
'ma'bi'zhua 麻痹爪
'sha'long'juan 沙龙卷
'ji'liu 激流
'da'lang 大浪
'shui'pao 水泡
'mo'dao'mai'chong 魔导脉冲
'mo'dao'shan'lei 魔导闪雷
'kang'liao 康疗
'ling'feng'wu'shan 凌风舞扇
'feng'fu'ju'luo 风拂菊落
'qu'ti'chong'zhuang 躯体冲撞
'que'yang'tu'xi 缺氧吐息
'zhuang'di 桩地
'teng'zhi'fu'di 藤枝伏地
'gen'xi'jiu'chan 根系纠缠
'sheng'chui 圣锤
'yan'pai'ji 盐拍击
'yan'feng'bao 盐风暴
'da'e'yao 大颚咬
'po'keng'er'chu 破坑而出
'jin'sha'keng 进沙坑
'zhan'duan 斩断
'ren'zhuang'gan'qi 刃状感器
'luo'hui'fu'chong 落喙俯冲
'da'jian'xiao 大尖啸
'lie'yan'po 烈焰破
'huo'yan'pen'she 火焰喷射
'wei'qian 尾钳
'chao'zhen'dong 超振动
'gao'su'you'dong 高速游动
'guang'hui 光辉
'guang'cai 光彩
'sui'di 碎地
'jie'chu'bao'hu 解除保护
'pen'chu 喷出
'san'yin'zi'zai 三印自在
'yin'shen'zhi'shu 隐身之术
'fei'pu 飞扑
'tang'guo'shou'zhang 糖果手杖
'shui'pu 水瀑
'zhao'huan'yang'fen 召唤养分
'xian'shang'yang'fen 献上养分
'chan'rao'teng'man 缠绕藤蔓
'che'xiao'zhao'huan 撤销召唤
'zhen'mu 震木
'ji'pao 疾跑
'hun'dun'zhi'shi 混沌之诗
'chao'ji'hui'bi'tiao'yue 超级回避跳跃
'bao'ji 暴击
'mo'fa'jian'bao'yan 魔法剑爆炎
'mo'fa'jian'bing'feng 魔法剑冰封
'mo'fa'jian'bao'lei 魔法剑暴雷
'mo'fa'jian'shen'sheng 魔法剑神圣
'shen'sheng'ren 神圣刃
'shen'sheng'wu 神圣雾
'ci'chang'zhuan'huan 磁场转换
'qiang'jia'su 强加速
'ci'yuan'bo'dong 次元波动
'gua'gua'gua'gua'gua 呱呱呱呱呱
'ka'ka'ka'ka'ka 喀喀喀喀喀
'heng'heng'heng'heng'heng 哼哼哼哼哼
'jing'shen'kong'zhi 精神控制
'zhao'huan'mo'xing 召唤魔形
'zhao'huan'si'xing 召唤死形
'jiao'cuo'shou'ge 交错收割
'si'wang'qi'xi 死亡气息
'xue'feng 削风
'you'xi'pan'mian 游戏盘面
'you'xi'kai'shi 游戏开始
'shua'xin'pan'mian 刷新盘面
'nv'wang'zhi'wu 女王之舞
'jing'ji 荆棘
'da'di'zhi'wu 大地之舞
'long'qi 隆起
'cang'bai'she'ji 苍白射击
'chu'dian'pao'xiao 触电咆哮
'lei'dian'bao'fa 雷电爆发
'yao'dao'chu'qiao 妖刀出鞘
'yi'sao 一扫
'chen'xing'bang 晨星棒
'zi'dong'nu 自动弩
'xie'xia'qiang'guan 卸下枪管
'zhou'si'zhi'nu 宙斯之怒
'shuo'dian'zhi'mao 烁电之矛
'tian'jiang'dian'guang 天降电光
'shan'dian'qiang 闪电枪
'lei'shen'zhi'chui 雷神之锤
'zhi'shang'tian'mu 至上天母
'wu'hong'ye 舞红叶
'wu'feng 舞风
'mei'yan 媚眼
'yao'qi'bian'hua 妖气变化
'jiu'wei'shan 九尾闪
'qian'nian'shou'qi 千年兽气
'hu'li'chu'jia 狐狸出嫁
'shun'ji'chong 瞬击冲
'xiao'qi'pao 晓气炮
'gui'guai'you'xing 鬼怪游行
'you'huo'xiao'sheng 诱惑啸声
'zhen'yuan'zhi'zao 震源制造
'zhu'zhen 主震
'chu'shou'luan'wu 触手乱舞
'zhong'li'beng'huai 重力崩坏
'an'hei'guang 暗黑光
'zhong'li'cao'zong 重力操纵
'xi'sheng'zhi'si'zhan'shi 牺牲之四战士
'zhong'li'bao'fa 重力爆发
'zhong'li'niu'qu 重力扭曲
'fan'zhong'li'zhuang'zhi 反重力装置
'zhong'li'zhi'yi 重力之翼
'si'shen'zhi'tong 死神之瞳
'zu'zhou'bo 诅咒波
'xie'qiu 邪球
'zhong'li'bo 重力波
'da'di'zhen 大地震
'le'duan 了断
'yi'tai'gan'rao'qi 以太干扰器
'sui'lu 碎颅
'chao'yue'zhe'zhi'li 超越者之力
'an'ying'tou'she 暗影投射
'an'ying'ya 暗影牙
'mei'shen'de'zhu'fu 美神的祝福
'ri'guang'de'yong'bao 日光的拥抱
'jian'fu'shi'jia'nong'pao 肩负式加农炮
'tong'ou 痛殴
'yong'qi'gao'zhang 勇气高涨
'da'di'qiang'xi 大地强袭
'yue'zhang'bao'shi'shou 月长宝石兽
'fen'tong'suo 分铜锁
'jue'yi 决意
'gong'bing'jin'xing'qu 弓兵进行曲
'fen'shen'zhi'shu 分身之术
'bian'hua'zhi'shu 变化之术
'ju'shen'zhi'shu 巨身之术
'zeng'yin 增印
'ming'jie'kong'jiao'da 冥界恐叫打
'si'xuan'gao 死宣告
'lian'xu'yong'chang 连续咏唱
'jue'zhan 决战
'si'wang'tu'xi 死亡吐息
'wu'zhi'li 无之力
'wu'zhi'fan'lan 无之泛滥
'wai'wei'an'hei'guang 外围暗黑光
'sheng'zhe'an'hei'guang 生者暗黑光
'si'zhe'an'hei'guang 死者暗黑光
'sheng'si'zhi'jing 生死之境
'zhi'gao'wu'shang 至高无上
'shuang'zhong'gong'ji 双重攻击
'san'jiao'gong'ji 三角攻击
'guang'yu'an 光与暗
'wu'zhi'shi'kong 无之失控
'gui'lv'beng'huai 规律崩坏
'da'kuang'luan 大狂乱
'kuang'luan'zhi'quan 狂乱之拳
'kuang'luan'ling'yu 狂乱领域
'zui'zhong'zhi'zhan 最终之战
'da'shi'zi'a'er'fa 大十字阿尔法
